Trial #,SVC - accuracy,SVC - balanced accuracy,SVC - f1 score,SVC - precision,GradientBoosting - accuracy,GradientBoosting - balanced accuracy,GradientBoosting - f1 score,GradientBoosting - precision,GaussianNB - accuracy,GaussianNB - balanced accuracy,GaussianNB - f1 score,GaussianNB - precision,DecisionTree - accuracy,DecisionTree - balanced accuracy,DecisionTree - f1 score,DecisionTree - precision,KNeighbors - accuracy,KNeighbors - balanced accuracy,KNeighbors - f1 score,KNeighbors - precision,AdaBoost - accuracy,AdaBoost - balanced accuracy,AdaBoost - f1 score,AdaBoost - precision,RandomForest - accuracy,RandomForest - balanced accuracy,RandomForest - f1 score,RandomForest - precision,MLP - accuracy,MLP - balanced accuracy,MLP - f1 score,MLP - precision,QDA - accuracy,QDA - balanced accuracy,QDA - f1 score,QDA - precision,CatBoost - accuracy,CatBoost - balanced accuracy,CatBoost - f1 score,CatBoost - precision,ExtraTrees - accuracy,ExtraTrees - balanced accuracy,ExtraTrees - f1 score,ExtraTrees - precision,Bagging - accuracy,Bagging - balanced accuracy,Bagging - f1 score,Bagging - precision,Ridge - accuracy,Ridge - balanced accuracy,Ridge - f1 score,Ridge - precision,PassiveAggressive - accuracy,PassiveAggressive - balanced accuracy,PassiveAggressive - f1 score,PassiveAggressive - precision,SGDOneClassSVM - accuracy,SGDOneClassSVM - balanced accuracy,SGDOneClassSVM - f1 score,SGDOneClassSVM - precision,Dummy - accuracy,Dummy - balanced accuracy,Dummy - f1 score,Dummy - precision,HistGradientBoosting - accuracy,HistGradientBoosting - balanced accuracy,HistGradientBoosting - f1 score,HistGradientBoosting - precision,XGB - accuracy,XGB - balanced accuracy,XGB - f1 score,XGB - precision,LGBM - accuracy,LGBM - balanced accuracy,LGBM - f1 score,LGBM - precision
146,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9845708775313404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8618055555555555,0.8863399141535079,0.887985447532217,1.0,1.0,1.0,1.0,0.7377049180327869,0.7040229885057472,0.8115075538412087,0.9349960550539143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.37719298245614036,0.7956500568089596,0.9131892697466468,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9041666666666667,0.9188142243953628,0.920180590865258,1.0,1.0,1.0,1.0,0.7540983606557377,0.8728813559322034,0.833259338063446,0.9710703953712633,1.0,1.0,1.0,1.0,0.9836065573770492,0.9722222222222222,0.9834665805270667,0.9839791356184799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3854166666666667,0.632929436920884,0.661698956780924,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,0.9508196721311475,0.9615384615384616,0.9514056505057552,0.9567213114754098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7868852459016393,0.8003875968992249,0.7947900027507396,0.8232240437158469,1.0,1.0,1.0,1.0,0.6065573770491803,0.8,0.7389659520807061,0.9842622950819672,0.9508196721311475,0.9615384615384616,0.9514056505057552,0.9567213114754098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45901639344262296,0.2857142857142857,0.529218900675024,0.6247723132969035,0.5901639344262295,0.5901639344262295,0.7422680412371134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9846994535519125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9004010695187166,0.9331056466302369,0.9343787122832027,1.0,1.0,1.0,1.0,0.7704918032786885,0.8833333333333333,0.8557454376739873,0.9846994535519126,1.0,1.0,1.0,1.0,0.9672131147540983,0.9411764705882353,0.9665528233151184,0.9686386315039202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.37962962962962965,0.7259016393442623,0.7890235210263721,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.9285714285714286,0.9662936107608238,0.9685513549682168,1.0,1.0,1.0,1.0,0.8852459016393442,0.8236363636363637,0.8871609897981958,0.8897067023530724,1.0,1.0,1.0,1.0,0.8360655737704918,0.9152542372881356,0.8870240263682887,0.9726775956284154,1.0,1.0,1.0,1.0,0.9344262295081968,0.875,0.9311375753649908,0.9397791903646705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.4056603773584906,0.7325618772099004,0.7624623619939779,0.8032786885245902,0.8032786885245902,0.8909090909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.8890374331550802,0.9172513493751291,0.9170765027322405,1.0,1.0,1.0,1.0,0.8032786885245902,0.8947368421052632,0.8507232401157183,0.9508196721311475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.37735849056603776,0.7092673134827702,0.7723132969034607,0.7377049180327869,0.7377049180327869,0.8490566037735848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9094551282051282,0.9060584461867427,0.9194354343823968,1.0,1.0,1.0,1.0,0.7377049180327869,0.8666666666666667,0.8341039652515061,0.9845708775313404,1.0,1.0,1.0,1.0,0.9672131147540983,0.9473684210526316,0.9666836107934087,0.9687034277198212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.36363636363636365,0.5245901639344263,0.5245901639344263,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8615288220551378,0.8705317872850861,0.874199843871975,1.0,1.0,1.0,1.0,0.6721311475409836,0.6392857142857142,0.7456914670029424,0.8838407494145198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3333333333333333,0.7321277674497211,0.8877049180327868,0.6557377049180327,0.6557377049180327,0.7920792079207921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,0.9672131147540983,0.9777777777777779,0.9678048566669588,0.970856102003643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8930555555555555,0.9034145700008768,0.9074003473545982,1.0,1.0,1.0,1.0,0.7049180327868853,0.6059322033898304,0.7998071359691419,0.9465412801287754,1.0,1.0,1.0,1.0,0.9672131147540983,0.95,0.9667406220469207,0.9687380861608845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3584905660377358,0.6878415300546448,0.7678231033168128,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8378552971576227,0.8819638640968537,0.8840342124019956,1.0,1.0,1.0,1.0,0.8360655737704918,0.9107142857142857,0.8690131790421086,0.9453551912568305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.39090909090909093,0.7677325109560137,0.8428367783321454,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,0.9672131147540983,0.9777777777777779,0.9678048566669588,0.970856102003643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8869047619047619,0.8776906628652886,0.9048163680264328,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.9845173041894354,0.9672131147540983,0.9777777777777779,0.9678048566669588,0.970856102003643,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3645833333333333,0.605296343001261,0.6404879908501715,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8673913043478261,0.9016393442622951,0.9016393442622951,1.0,1.0,1.0,1.0,0.8032786885245902,0.8017857142857143,0.8428158148505303,0.9199334758850083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7213114754098361,0.3793103448275862,0.8045397225725094,0.909479686386315,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8121657754010696,0.878438094543421,0.8884521021523363,1.0,1.0,1.0,1.0,0.8524590163934426,0.9224137931034483,0.890516316837751,0.9631147540983607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.3958333333333333,0.6165286462734494,0.610237537638006,0.8032786885245902,0.8032786885245902,0.8909090909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,0.9836065573770492,0.9897959183673469,0.9838499239479466,0.9848675914249685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.8891304347826088,0.9327819024365936,0.933953341740227,1.0,1.0,1.0,1.0,0.7868852459016393,0.6590909090909092,0.818901463430979,0.8679854981084489,1.0,1.0,1.0,1.0,0.9836065573770492,0.9642857142857143,0.9833892563832167,0.9839480874316939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.3867924528301887,0.7054049667261809,0.7421448087431693,0.7868852459016393,0.7868852459016393,0.8807339449541284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9844262295081967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8843582887700534,0.887873022492116,0.8951419432227109,1.0,1.0,1.0,1.0,0.7704918032786885,0.8148584905660378,0.8050226717823509,0.8935625749700119,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9840063974410236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.3173076923076923,0.6049709148598625,0.686125549780088,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8368983957219251,0.8688524590163934,0.8688524590163934,1.0,1.0,1.0,1.0,0.8032786885245902,0.8928571428571428,0.8451266766020865,0.9421407907425265,1.0,1.0,1.0,1.0,0.9672131147540983,0.9592245989304813,0.9672131147540983,0.9672131147540983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3557692307692308,0.6571038251366119,0.7168405365126677,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,0.9836065573770492,0.9871794871794872,0.9836822558134032,0.9843193157519601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9418604651162791,0.9205009354282979,0.9358517462580186,1.0,1.0,1.0,1.0,0.639344262295082,0.6214285714285714,0.720738452339429,0.8804066474096859,1.0,1.0,1.0,1.0,0.8524590163934426,0.859375,0.8502969504192895,0.8874029335634168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.34782608695652173,0.5745511319281812,0.635030198446937,0.6229508196721312,0.6229508196721312,0.7676767676767677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9845708775313404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9680851063829787,0.9523887006700333,0.9594985535197685,1.0,1.0,1.0,1.0,0.7704918032786885,0.8793103448275862,0.8350691096110574,0.9594985535197685,1.0,1.0,1.0,1.0,0.9836065573770492,0.9722222222222222,0.9834665805270667,0.9839791356184799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3804347826086957,0.5865209471766849,0.5998509687034277,0.7213114754098361,0.7213114754098361,0.8380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8789855072463768,0.8885279391818349,0.8966196467149575,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.9845173041894354,1.0,1.0,1.0,1.0,0.9836065573770492,0.9736842105263157,0.9834814563840599,0.9839878002287457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.33,0.5817028027498676,0.6290507052992756,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
165,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9846311475409836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9846311475409836,1.0,1.0,1.0,1.0,0.7377049180327869,0.6228813559322034,0.8220540843491664,0.947768670309654,1.0,1.0,1.0,1.0,0.9508196721311475,0.9210526315789473,0.9495598804813051,0.9540983606557377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.39215686274509803,0.6967213114754098,0.7431693989071038,0.7377049180327869,0.7377049180327869,0.8490566037735848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166,0.9508196721311475,0.9673913043478262,0.9522262596493577,0.9590163934426229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8384146341463414,0.8669624881876821,0.867200406659042,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.9845173041894354,0.9508196721311475,0.9673913043478262,0.9522262596493577,0.9590163934426229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.3482142857142857,0.723298559364133,0.832634388105223,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
167,0.9672131147540983,0.9767441860465116,0.9676856074612763,0.9704918032786886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9361702127659575,0.9069650214780398,0.9311475409836065,1.0,1.0,1.0,1.0,0.7049180327868853,0.847457627118644,0.799076005961252,0.9704918032786886,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9840063974410236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.35294117647058826,0.654312188168211,0.7341063574570172,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,0.9508196721311475,0.96875,0.9525702510986707,0.9600409836065574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8709935897435898,0.8893305858968982,0.8984289617486338,1.0,1.0,1.0,1.0,0.7704918032786885,0.8813559322033898,0.8442973238055205,0.9713114754098361,1.0,1.0,1.0,1.0,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9846311475409836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.3706896551724138,0.7938882699347446,0.9085610200364299,0.7377049180327869,0.7377049180327869,0.8490566037735848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.8782608695652174,0.9170602430143997,0.916737256465195,1.0,1.0,1.0,1.0,0.819672131147541,0.9051724137931034,0.8685677549708407,0.9613583138173303,1.0,1.0,1.0,1.0,0.9836065573770492,0.9666666666666667,0.98341204860288,0.9839553540286013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.37,0.625316883555856,0.6452738053714685,0.7704918032786885,0.7704918032786885,0.8703703703703703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9844693701466782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9004559270516718,0.890715964210162,0.909178684415958,1.0,1.0,1.0,1.0,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9844693701466782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.336734693877551,0.5825977301387137,0.6311475409836066,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9489664082687339,0.951194975110115,0.9521549776079542,1.0,1.0,1.0,1.0,0.7049180327868853,0.85,0.8116682738669238,0.9844693701466782,1.0,1.0,1.0,1.0,0.9836065573770492,0.975,0.9834951407141806,0.9839968774395004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.33653846153846156,0.6348099058249043,0.7103825136612022,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9373385012919897,0.9353712149225523,0.9385445821671331,1.0,1.0,1.0,1.0,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.9545454545454546,0.9668423106947698,0.9688124750099959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4426229508196721,0.32926829268292684,0.4426229508196721,0.4426229508196721,0.6721311475409836,0.6721311475409836,0.8039215686274509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,0.9672131147540983,0.9787234042553192,0.9679496317415063,0.9713114754098361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819672131147541,0.7681159420289855,0.8215898326950681,0.8239981785063751,1.0,1.0,1.0,1.0,0.819672131147541,0.9017857142857143,0.8570810242616768,0.9436475409836066,1.0,1.0,1.0,1.0,0.9836065573770492,0.9705882352941176,0.9834502698750258,0.9839708561020036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3627450980392157,0.6444672131147541,0.687431693989071,0.7377049180327869,0.7377049180327869,0.8490566037735848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9845173041894354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8817829457364341,0.9016393442622951,0.9016393442622951,1.0,1.0,1.0,1.0,0.6885245901639344,0.35,0.802164571064778,0.9607319862752572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.3508771929824561,0.7475409836065574,0.86923370186809,0.7049180327868853,0.7049180327868853,0.8269230769230769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,0.9344262295081968,0.9565217391304348,0.9367931971596387,0.9482312338222606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8886217948717949,0.8767759562841531,0.9027486749661037,1.0,1.0,1.0,1.0,0.7049180327868853,0.85,0.8116682738669238,0.9844693701466782,0.9508196721311475,0.9666666666666667,0.9520794637809901,0.9585849870578085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.34615384615384615,0.6529473317056157,0.730679156908665,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9844693701466782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9004559270516718,0.890715964210162,0.909178684415958,1.0,1.0,1.0,1.0,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.3482142857142857,0.730679156908665,0.8524590163934426,0.6885245901639344,0.6885245901639344,0.8155339805825244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672131147540983,0.9791666666666667,0.9680352782898998,0.9715846994535519,1.0,1.0,1.0,1.0,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.3979591836734694,0.6595340811044003,0.6810406272273699,0.7540983606557377,0.7540983606557377,0.8598130841121495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
